Wurtzite ZnO (type1=Zn q=+2, type2=O q=-2)
1677 2 -2.0000 3.249500 11.256598 48.851136
1678 2 -2.0000 4.874250 14.070748 48.851136
1679 2 -2.0000 4.874250 12.194648 51.454586
1680 2 -2.0000 3.249500 15.008798 51.454586
1681 1 2.0000 3.249500 11.256598 52.069000
1682 1 2.0000 4.874250 14.070748 52.069000
1683 1 2.0000 4.874250 12.194648 54.672450
1684 1 2.0000 3.249500 15.008798 54.672450
1685 2 -2.0000 3.249500 11.256598 54.058036
1686 2 -2.0000 4.874250 14.070748 54.058036
1687 2 -2.0000 4.874250 12.194648 56.661486
1688 2 -2.0000 3.249500 15.008798 56.661486
1689 1 2.0000 3.249500 11.256598 57.275900
1690 1 2.0000 4.874250 14.070748 57.275900
1691 1 2.0000 4.874250 12.194648 59.879350
1692 1 2.0000 3.249500 15.008798 59.879350
1693 2 -2.0000 3.249500 11.256598 59.264936
1694 2 -2.0000 4.874250 14.070748 59.264936
1695 2 -2.0000 4.874250 12.194648 61.868386
1696 2 -2.0000 3.249500 15.008798 61.868386
1697 1 2.0000 3.249500 11.256598 62.482800
1698 1 2.0000 4.874250 14.070748 62.482800
1699 1 2.0000 4.874250 12.194648 65.086250
1700 1 2.0000 3.249500 15.008798 65.086250
1701 2 -2.0000 3.249500 11.256598 64.471836
1702 2 -2.0000 4.874250 14.070748 64.471836
1703 2 -2.0000 4.874250 12.194648 67.075286
1704 2 -2.0000 3.249500 15.008798 67.075286
1705 1 2.0000 3.249500 11.256598 67.689700
1706 1 2.0000 4.874250 14.070748 67.689700
1707 1 2.0000 4.874250 12.194648 70.293150
1708 1 2.0000 3.249500 15.008798 70.293150
1709 2 -2.0000 3.249500 11.256598 69.678736
1710 2 -2.0000 4.874250 14.070748 69.678736
1711 2 -2.0000 4.874250 12.194648 72.282186
1712 2 -2.0000 3.249500 15.008798 72.282186
1713 1 2.0000 3.249500 11.256598 72.896600
1714 1 2.0000 4.874250 14.070748 72.896600
1715 1 2.0000 4.874250 12.194648 75.500050
1716 1 2.0000 3.249500 15.008798 75.500050
1717 2 -2.0000 3.249500 11.256598 74.885636
1718 2 -2.0000 4.874250 14.070748 74.885636
1719 2 -2.0000 4.874250 12.194648 77.489086
1720 2 -2.0000 3.249500 15.008798 77.489086
1721 1 2.0000 3.249500 11.256598 78.103500
1722 1 2.0000 4.874250 14.070748 78.103500
1723 1 2.0000 4.874250 12.194648 80.706950
1724 1 2.0000 3.249500 15.008798 80.706950
1725 2 -2.0000 3.249500 11.256598 80.092536
1726 2 -2.0000 4.874250 14.070748 80.092536
1727 2 -2.0000 4.874250 12.194648 82.695986
1728 2 -2.0000 3.249500 15.008798 82.695986
1729 1 2.0000 3.249500 11.256598 83.310400
1730 1 2.0000 4.874250 14.070748 83.310400
1731 1 2.0000 4.874250 12.194648 85.913850
1732 1 2.0000 3.249500 15.008798 85.913850
1733 2 -2.0000 3.249500 11.256598 85.299436
1734 2 -2.0000 4.874250 14.070748 85.299436
1735 2 -2.0000 4.874250 12.194648 87.902886
1736 2 -2.0000 3.249500 15.008798 87.902886
1737 1 2.0000 3.249500 11.256598 88.517300
1738 1 2.0000 4.874250 14.070748 88.517300
1739 1 2.0000 4.874250 12.194648 91.120750
1740 1 2.0000 3.249500 15.008798 91.120750
1741 2 -2.0000 3.249500 11.256598 90.506336
1742 2 -2.0000 4.874250 14.070748 90.506336
1743 2 -2.0000 4.874250 12.194648 93.109786
1744 2 -2.0000 3.249500 15.008798 93.109786
1745 1 2.0000 3.249500 11.256598 93.724200
1746 1 2.0000 4.874250 14.070748 93.724200
1747 1 2.0000 4.874250 12.194648 96.327650
1748 1 2.0000 3.249500 15.008798 96.327650
1749 2 -2.0000 3.249500 11.256598 95.713236
1750 2 -2.0000 4.874250 14.070748 95.713236
1751 2 -2.0000 4.874250 12.194648 98.316686
1752 2 -2.0000 3.249500 15.008798 98.316686
1753 1 2.0000 3.249500 11.256598 98.931100
1754 1 2.0000 4.874250 14.070748 98.931100
1755 1 2.0000 4.874250 12.194648 101.534550
1756 1 2.0000 3.249500 15.008798 101.534550
1757 2 -2.0000 3.249500 11.256598 100.920136
1758 2 -2.0000 4.874250 14.070748 100.920136
1759 2 -2.0000 4.874250 12.194648 103.523586
1760 2 -2.0000 3.249500 15.008798 103.523586
1761 1 2.0000 3.249500 11.256598 104.138000
1762 1 2.0000 4.874250 14.070748 104.138000
1763 1 2.0000 4.874250 12.194648 106.741450
1764 1 2.0000 3.249500 15.008798 106.741450
1765 2 -2.0000 3.249500 11.256598 106.127036
1766 2 -2.0000 4.874250 14.070748 106.127036
1767 2 -2.0000 4.874250 12.194648 108.730486
1768 2 -2.0000 3.249500 15.008798 108.730486
1769 1 2.0000 3.249500 11.256598 109.344900
1770 1 2.0000 4.874250 14.070748 109.344900
1771 1 2.0000 4.874250 12.194648 111.948350
1772 1 2.0000 3.249500 15.008798 111.948350
1773 2 -2.0000 3.249500 11.256598 111.333936
1774 2 -2.0000 4.874250 14.070748 111.333936
1775 2 -2.0000 4.874250 12.194648 113.937386
1776 2 -2.0000 3.249500 15.008798 113.937386
1777 1 2.0000 3.249500 11.256598 114.551800
1778 1 2.0000 4.874250 14.070748 114.551800
1779 1 2.0000 4.874250 12.194648 117.155250
1780 1 2.0000 3.249500 15.008798 117.155250
1781 2 -2.0000 3.249500 11.256598 116.540836
1782 2 -2.0000 4.874250 14.070748 116.540836
1783 2 -2.0000 4.874250 12.194648 119.144286
1784 2 -2.0000 3.249500 15.008798 119.144286
1785 1 2.0000 3.249500 11.256598 119.758700
1786 1 2.0000 4.874250 14.070748 119.758700
1787 1 2.0000 4.874250 12.194648 122.362150
1788 1 2.0000 3.249500 15.008798 122.362150
1789 2 -2.0000 3.249500 11.256598 121.747736
1790 2 -2.0000 4.874250 14.070748 121.747736
1791 2 -2.0000 4.874250 12.194648 124.351186
1792 2 -2.0000 3.249500 15.008798 124.351186
1793 1 2.0000 3.249500 11.256598 124.965600
1794 1 2.0000 4.874250 14.070748 124.965600
1795 1 2.0000 4.874250 12.194648 127.569050
1796 1 2.0000 3.249500 15.008798 127.569050
1797 2 -2.0000 3.249500 11.256598 126.954636
1798 2 -2.0000 4.874250 14.070748 126.954636
1799 2 -2.0000 4.874250 12.194648 129.558086
1800 2 -2.0000 3.249500 15.008798 129.558086
1801 1 2.0000 3.249500 11.256598 130.172500
1802 1 2.0000 4.874250 14.070748 130.172500
1803 1 2.0000 4.874250 12.194648 132.775950
1804 1 2.0000 3.249500 15.008798 132.775950
1805 2 -2.0000 3.249500 11.256598 132.161536
1806 2 -2.0000 4.874250 14.070748 132.161536
1807 2 -2.0000 4.874250 12.194648 134.764986
1808 2 -2.0000 3.249500 15.008798 134.764986
1809 1 2.0000 3.249500 11.256598 135.379400
1810 1 2.0000 4.874250 14.070748 135.379400
1811 1 2.0000 4.874250 12.194648 137.982850
1812 1 2.0000 3.249500 15.008798 137.982850
1813 2 -2.0000 3.249500 11.256598 137.368436
1814 2 -2.0000 4.874250 14.070748 137.368436
1815 2 -2.0000 4.874250 12.194648 139.971886
1816 2 -2.0000 3.249500 15.008798 139.971886
1817 1 2.0000 3.249500 11.256598 140.586300
1818 1 2.0000 4.874250 14.070748 140.586300
1819 1 2.0000 4.874250 12.194648 143.189750
1820 1 2.0000 3.249500 15.008798 143.189750
1821 2 -2.0000 3.249500 11.256598 142.575336
1822 2 -2.0000 4.874250 14.070748 142.575336
1823 2 -2.0000 4.874250 12.194648 145.178786
1824 2 -2.0000 3.249500 15.008798 145.178786
1825 1 2.0000 3.249500 11.256598 145.793200
1826 1 2.0000 4.874250 14.070748 145.793200
1827 1 2.0000 4.874250 12.194648 148.396650
1828 1 2.0000 3.249500 15.008798 148.396650
1829 2 -2.0000 3.249500 11.256598 147.782236
1830 2 -2.0000 4.874250 14.070748 147.782236
1831 2 -2.0000 4.874250 12.194648 150.385686
1832 2 -2.0000 3.249500 15.008798 150.385686
1833 1 2.0000 3.249500 11.256598 151.000100
1834 1 2.0000 4.874250 14.070748 151.000100
1835 1 2.0000 4.874250 12.194648 153.603550
1836 1 2.0000 3.249500 15.008798 153.603550
1837 2 -2.0000 3.249500 11.256598 152.989136
1838 2 -2.0000 4.874250 14.070748 152.989136
1839 2 -2.0000 4.874250 12.194648 155.592586
1840 2 -2.0000 3.249500 15.008798 155.592586
1841 1 2.0000 3.249500 11.256598 156.207000
1842 1 2.0000 4.874250 14.070748 156.207000
1843 1 2.0000 4.874250 12.194648 158.810450
1844 1 2.0000 3.249500 15.008798 158.810450
1845 2 -2.0000 3.249500 11.256598 158.196036
1846 2 -2.0000 4.874250 14.070748 158.196036
1847 2 -2.0000 4.874250 12.194648 160.799486
1848 2 -2.0000 3.249500 15.008798 160.799486
1849 1 2.0000 3.249500 11.256598 161.413900
1850 1 2.0000 4.874250 14.070748 161.413900
1851 1 2.0000 4.874250 12.194648 164.017350
1852 1 2.0000 3.249500 15.008798 164.017350
1853 2 -2.0000 3.249500 11.256598 163.402936
1854 2 -2.0000 4.874250 14.070748 163.402936
1855 2 -2.0000 4.874250 12.194648 166.006386
1856 2 -2.0000 3.249500 15.008798 166.006386
1857 1 2.0000 3.249500 11.256598 166.620800
1858 1 2.0000 4.874250 14.070748 166.620800
1859 1 2.0000 4.874250 12.194648 169.224250
1860 1 2.0000 3.249500 15.008798 169.224250
1861 2 -2.0000 3.249500 11.256598 168.609836
1862 2 -2.0000 4.874250 14.070748 168.609836
1863 2 -2.0000 4.874250 12.194648 171.213286
1864 2 -2.0000 3.249500 15.008798 171.213286
1865 1 2.0000 3.249500 11.256598 171.827700
1866 1 2.0000 4.874250 14.070748 171.827700
1867 1 2.0000 4.874250 12.194648 174.431150
1868 1 2.0000 3.249500 15.008798 174.431150
1869 2 -2.0000 3.249500 11.256598 173.816736
1870 2 -2.0000 4.874250 14.070748 173.816736
1871 2 -2.0000 4.874250 12.194648 176.420186
1872 2 -2.0000 3.249500 15.008798 176.420186
1873 1 2.0000 3.249500 11.256598 177.034600
1874 1 2.0000 4.874250 14.070748 177.034600
1875 1 2.0000 4.874250 12.194648 179.638050
1876 1 2.0000 3.249500 15.008798 179.638050
1877 2 -2.0000 3.249500 11.256598 179.023636
1878 2 -2.0000 4.874250 14.070748 179.023636
1879 2 -2.0000 4.874250 12.194648 181.627086
1880 2 -2.0000 3.249500 15.008798 181.627086
1881 1 2.0000 3.249500 11.256598 182.241500
1882 1 2.0000 4.874250 14.070748 182.241500
1883 1 2.0000 4.874250 12.194648 184.844950
1884 1 2.0000 3.249500 15.008798 184.844950
1885 2 -2.0000 3.249500 11.256598 184.230536
1886 2 -2.0000 4.874250 14.070748 184.230536
1887 2 -2.0000 4.874250 12.194648 186.833986
1888 2 -2.0000 3.249500 15.008798 186.833986
1889 1 2.0000 3.249500 11.256598 187.448400
1890 1 2.0000 4.874250 14.070748 187.448400
1891 1 2.0000 4.874250 12.194648 190.051850
1892 1 2.0000 3.249500 15.008798 190.051850
1893 2 -2.0000 3.249500 11.256598 189.437436
1894 2 -2.0000 4.874250 14.070748 189.437436
1895 2 -2.0000 4.874250 12.194648 192.040886
1896 2 -2.0000 3.249500 15.008798 192.040886
1897 1 2.0000 3.249500 11.256598 192.655300
1898 1 2.0000 4.874250 14.070748 192.655300
1899 1 2.0000 4.874250 12.194648 195.258750
1900 1 2.0000 3.249500 15.008798 195.258750
1901 2 -2.0000 3.249500 11.256598 194.644336
1902 2 -2.0000 4.874250 14.070748 194.644336
1903 2 -2.0000 4.874250 12.194648 197.247786
1904 2 -2.0000 3.249500 15.008798 197.247786
1905 1 2.0000 3.249500 11.256598 197.862200
1906 1 2.0000 4.874250 14.070748 197.862200
1907 1 2.0000 4.874250 12.194648 200.465650
1908 1 2.0000 3.249500 15.008798 200.465650
1909 2 -2.0000 3.249500 11.256598 199.851236
1910 2 -2.0000 4.874250 14.070748 199.851236
1911 2 -2.0000 4.874250 12.194648 202.454686
1912 2 -2.0000 3.249500 15.008798 202.454686
1913 1 2.0000 3.249500 11.256598 203.069100
1914 1 2.0000 4.874250 14.070748 203.069100
1915 1 2.0000 4.874250 12.194648 205.672550
1916 1 2.0000 3.249500 15.008798 205.672550
1917 2 -2.0000 3.249500 11.256598 205.058136
1918 2 -2.0000 4.874250 14.070748 205.058136
1919 2 -2.0000 4.874250 12.194648 207.661586
1920 2 -2.0000 3.249500 15.008798 207.661586
1921 1 2.0000 6.499000 0.000000 0.000000
1922 1 2.0000 8.123750 2.814150 0.000000
1923 1 2.0000 8.123750 0.938050 2.603450
1924 1 2.0000 6.499000 3.752199 2.603450
1925 2 -2.0000 6.499000 0.000000 1.989036
1926 2 -2.0000 8.123750 2.814150 1.989036
1927 2 -2.0000 8.123750 0.938050 4.592486
1928 2 -2.0000 6.499000 3.752199 4.592486
1929 1 2.0000 6.499000 0.000000 5.206900
1930 1 2.0000 8.123750 2.814150 5.206900
1931 1 2.0000 8.123750 0.938050 7.810350
1932 1 2.0000 6.499000 3.752199 7.810350
1933 2 -2.0000 6.499000 0.000000 7.195936
1934 2 -2.0000 8.123750 2.814150 7.195936
1935 2 -2.0000 8.123750 0.938050 9.799386
1936 2 -2.0000 6.499000 3.752199 9.799386
1937 1 2.0000 6.499000 0.000000 10.413800
1938 1 2.0000 8.123750 2.814150 10.413800
1939 1 2.0000 8.123750 0.938050 13.017250
1940 1 2.0000 6.499000 3.752199 13.017250
1941 2 -2.0000 6.499000 0.000000 12.402836
1942 2 -2.0000 8.123750 2.814150 12.402836
1943 2 -2.0000 8.123750 0.938050 15.006286
1944 2 -2.0000 6.499000 3.752199 15.006286
1945 1 2.0000 6.499000 0.000000 15.620700
1946 1 2.0000 8.123750 2.814150 15.620700
1947 1 2.0000 8.123750 0.938050 18.224150
1948 1 2.0000 6.499000 3.752199 18.224150
1949 2 -2.0000 6.499000 0.000000 17.609736
1950 2 -2.0000 8.123750 2.814150 17.609736
1951 2 -2.0000 8.123750 0.938050 20.213186
1952 2 -2.0000 6.499000 3.752199 20.213186
1953 1 2.0000 6.499000 0.000000 20.827600
1954 1 2.0000 8.123750 2.814150 20.827600
1955 1 2.0000 8.123750 0.938050 23.431050
1956 1 2.0000 6.499000 3.752199 23.431050
1957 2 -2.0000 6.499000 0.000000 22.816636
1958 2 -2.0000 8.123750 2.814150 22.816636
1959 2 -2.0000 8.123750 0.938050 25.420086
1960 2 -2.0000 6.499000 3.752199 25.420086
1961 1 2.0000 6.499000 0.000000 26.034500
1962 1 2.0000 8.123750 2.814150 26.034500
1963 1 2.0000 8.123750 0.938050 28.637950
1964 1 2.0000 6.499000 3.752199 28.637950
1965 2 -2.0000 6.499000 0.000000 28.023536
1966 2 -2.0000 8.123750 2.814150 28.023536
1967 2 -2.0000 8.123750 0.938050 30.626986
1968 2 -2.0000 6.499000 3.752199 30.626986
1969 1 2.0000 6.499000 0.000000 31.241400
1970 1 2.0000 8.123750 2.814150 31.241400
1971 1 2.0000 8.123750 0.938050 33.844850
1972 1 2.0000 6.499000 3.752199 33.844850
1973 2 -2.0000 6.499000 0.000000 33.230436
1974 2 -2.0000 8.123750 2.814150 33.230436
1975 2 -2.0000 8.123750 0.938050 35.833886
1976 2 -2.0000 6.499000 3.752199 35.833886
1977 1 2.0000 6.499000 0.000000 36.448300
1978 1 2.0000 8.123750 2.814150 36.448300
1979 1 2.0000 8.123750 0.938050 39.051750
1980 1 2.0000 6.499000 3.752199 39.051750
1981 2 -2.0000 6.499000 0.000000 38.437336
1982 2 -2.0000 8.123750 2.814150 38.437336
1983 2 -2.0000 8.123750 0.938050 41.040786
1984 2 -2.0000 6.499000 3.752199 41.040786
1985 1 2.0000 6.499000 0.000000 41.655200
1986 1 2.0000 8.123750 2.814150 41.655200
1987 1 2.0000 8.123750 0.938050 44.258650
1988 1 2.0000 6.499000 3.752199 44.258650
1989 2 -2.0000 6.499000 0.000000 43.644236
1990 2 -2.0000 8.123750 2.814150 43.644236
1991 2 -2.0000 8.123750 0.938050 46.247686
1992 2 -2.0000 6.499000 3.752199 46.247686
1993 1 2.0000 6.499000 0.000000 46.862100
1994 1 2.0000 8.123750 2.814150 46.862100
1995 1 2.0000 8.123750 0.938050 49.465550
1996 1 2.0000 6.499000 3.752199 49.465550
1997 2 -2.0000 6.499000 0.000000 48.851136
1998 2 -2.0000 8.123750 2.814150 48.851136
1999 2 -2.0000 8.123750 0.938050 51.454586
2000 2 -2.0000 6.499000 3.752199 51.454586
2001 1 2.0000 6.499000 0.000000 52.069000
2002 1 2.0000 8.123750 2.814150 52.069000
2003 1 2.0000 8.123750 0.938050 54.672450
2004 1 2.0000 6.499000 3.752199 54.672450
2005 2 -2.0000 6.499000 0.000000 54.058036
2006 2 -2.0000 8.123750 2.814150 54.058036
2007 2 -2.0000 8.123750 0.938050 56.661486
2008 2 -2.0000 6.499000 3.752199 56.661486
2009 1 2.0000 6.499000 0.000000 57.275900
2010 1 2.0000 8.123750 2.814150 57.275900
2011 1 2.0000 8.123750 0.938050 59.879350
2012 1 2.0000 6.499000 3.752199 59.879350
2013 2 -2.0000 6.499000 0.000000 59.264936
2014 2 -2.0000 8.123750 2.814150 59.264936
2015 2 -2.0000 8.123750 0.938050 61.868386
2016 2 -2.0000 6.499000 3.752199 61.868386
2017 1 2.0000 6.499000 0.000000 62.482800
2018 1 2.0000 8.123750 2.814150 62.482800
2019 1 2.0000 8.123750 0.938050 65.086250
2020 1 2.0000 6.499000 3.752199 65.086250
2021 2 -2.0000 6.499000 0.000000 64.471836
2022 2 -2.0000 8.123750 2.814150 64.471836
2023 2 -2.0000 8.123750 0.938050 67.075286
2024 2 -2.0000 6.499000 3.752199 67.075286
2025 1 2.0000 6.499000 0.000000 67.689700
2026 1 2.0000 8.123750 2.814150 67.689700
2027 1 2.0000 8.123750 0.938050 70.293150
2028 1 2.0000 6.499000 3.752199 70.293150
2029 2 -2.0000 6.499000 0.000000 69.678736
2030 2 -2.0000 8.123750 2.814150 69.678736
2031 2 -2.0000 8.123750 0.938050 72.282186
2032 2 -2.0000 6.499000 3.752199 72.282186
2033 1 2.0000 6.499000 0.000000 72.896600
2034 1 2.0000 8.123750 2.814150 72.896600
2035 1 2.0000 8.123750 0.938050 75.500050
2036 1 2.0000 6.499000 3.752199 75.500050
2037 2 -2.0000 6.499000 0.000000 74.885636
2038 2 -2.0000 8.123750 2.814150 74.885636
2039 2 -2.0000 8.123750 0.938050 77.489086
2040 2 -2.0000 6.499000 3.752199 77.489086
2041 1 2.0000 6.499000 0.000000 78.103500
2042 1 2.0000 8.123750 2.814150 78.103500
2043 1 2.0000 8.123750 0.938050 80.706950
2044 1 2.0000 6.499000 3.752199 80.706950
2045 2 -2.0000 6.499000 0.000000 80.092536
2046 2 -2.0000 8.123750 2.814150 80.092536
2047 2 -2.0000 8.123750 0.938050 82.695986
2048 2 -2.0000 6.499000 3.752199 82.695986
2049 1 2.0000 6.499000 0.000000 83.310400
2050 1 2.0000 8.123750 2.814150 83.310400
2051 1 2.0000 8.123750 0.938050 85.913850
2052 1 2.0000 6.499000 3.752199 85.913850
2053 2 -2.0000 6.499000 0.000000 85.299436
2054 2 -2.0000 8.123750 2.814150 85.299436
2055 2 -2.0000 8.123750 0.938050 87.902886
2056 2 -2.0000 6.499000 3.752199 87.902886
2057 1 2.0000 6.499000 0.000000 88.517300
2058 1 2.0000 8.123750 2.814150 88.517300
2059 1 2.0000 8.123750 0.938050 91.120750
2060 1 2.0000 6.499000 3.752199 91.120750
2061 2 -2.0000 6.499000 0.000000 90.506336
2062 2 -2.0000 8.123750 2.814150 90.506336
2063 2 -2.0000 8.123750 0.938050 93.109786
2064 2 -2.0000 6.499000 3.752199 93.109786
2065 1 2.0000 6.499000 0.000000 93.724200
2066 1 2.0000 8.123750 2.814150 93.724200
2067 1 2.0000 8.123750 0.938050 96.327650
2068 1 2.0000 6.499000 3.752199 96.327650
2069 2 -2.0000 6.499000 0.000000 95.713236
2070 2 -2.0000 8.123750 2.814150 95.713236
2071 2 -2.0000 8.123750 0.938050 98.316686
2072 2 -2.0000 6.499000 3.752199 98.316686
2073 1 2.0000 6.499000 0.000000 98.931100
2074 1 2.0000 8.123750 2.814150 98.931100
2075 1 2.0000 8.123750 0.938050 101.534550
2076 1 2.0000 6.499000 3.752199 101.534550
2077 2 -2.0000 6.499000 0.000000 100.920136
2078 2 -2.0000 8.123750 2.814150 100.920136
2079 2 -2.0000 8.123750 0.938050 103.523586
2080 2 -2.0000 6.499000 3.752199 103.523586
2081 1 2.0000 6.499000 0.000000 104.138000
2082 1 2.0000 8.123750 2.814150 104.138000
2083 1 2.0000 8.123750 0.938050 106.741450
2084 1 2.0000 6.499000 3.752199 106.741450
2085 2 -2.0000 6.499000 0.000000 106.127036
2086 2 -2.0000 8.123750 2.814150 106.127036
2087 2 -2.0000 8.123750 0.938050 108.730486
2088 2 -2.0000 6.499000 3.752199 108.730486
2089 1 2.0000 6.499000 0.000000 109.344900
2090 1 2.0000 8.123750 2.814150 109.344900
2091 1 2.0000 8.123750 0.938050 111.948350
2092 1 2.0000 6.499000 3.752199 111.948350
2093 2 -2.0000 6.499000 0.000000 111.333936
2094 2 -2.0000 8.123750 2.814150 111.333936
2095 2 -2.0000 8.123750 0.938050 113.937386
2096 2 -2.0000 6.499000 3.752199 113.937386
2097 1 2.0000 6.499000 0.000000 114.551800
2098 1 2.0000 8.123750 2.814150 114.551800
2099 1 2.0000 8.123750 0.938050 117.155250
2100 1 2.0000 6.499000 3.752199 117.155250
2101 2 -2.0000 6.499000 0.000000 116.540836
2102 2 -2.0000 8.123750 2.814150 116.540836
2103 2 -2.0000 8.123750 0.938050 119.144286
2104 2 -2.0000 6.499000 3.752199 119.144286
2105 1 2.0000 6.499000 0.000000 119.758700
2106 1 2.0000 8.123750 2.814150 119.758700
2107 1 2.0000 8.123750 0.938050 122.362150
2108 1 2.0000 6.499000 3.752199 122.362150
2109 2 -2.0000 6.499000 0.000000 121.747736
2110 2 -2.0000 8.123750 2.814150 121.747736
2111 2 -2.0000 8.123750 0.938050 124.351186
2112 2 -2.0000 6.499000 3.752199 124.351186
2113 1 2.0000 6.499000 0.000000 124.965600
2114 1 2.0000 8.123750 2.814150 124.965600
2115 1 2.0000 8.123750 0.938050 127.569050
2116 1 2.0000 6.499000 3.752199 127.569050
2117 2 -2.0000 6.499000 0.000000 126.954636
2118 2 -2.0000 8.123750 2.814150 126.954636
2119 2 -2.0000 8.123750 0.938050 129.558086
2120 2 -2.0000 6.499000 3.752199 129.558086
2121 1 2.0000 6.499000 0.000000 130.172500
2122 1 2.0000 8.123750 2.814150 130.172500
2123 1 2.0000 8.123750 0.938050 132.775950
2124 1 2.0000 6.499000 3.752199 132.775950
2125 2 -2.0000 6.499000 0.000000 132.161536
2126 2 -2.0000 8.123750 2.814150 132.161536
2127 2 -2.0000 8.123750 0.938050 134.764986
2128 2 -2.0000 6.499000 3.752199 134.764986
2129 1 2.0000 6.499000 0.000000 135.379400
2130 1 2.0000 8.123750 2.814150 135.379400
2131 1 2.0000 8.123750 0.938050 137.982850
2132 1 2.0000 6.499000 3.752199 137.982850
2133 2 -2.0000 6.499000 0.000000 137.368436
2134 2 -2.0000 8.123750 2.814150 137.368436
2135 2 -2.0000 8.123750 0.938050 139.971886
2136 2 -2.0000 6.499000 3.752199 139.971886
2137 1 2.0000 6.499000 0.000000 140.586300
2138 1 2.0000 8.123750 2.814150 140.586300
2139 1 2.0000 8.123750 0.938050 143.189750
2140 1 2.0000 6.499000 3.752199 143.189750
2141 2 -2.0000 6.499000 0.000000 142.575336
2142 2 -2.0000 8.123750 2.814150 142.575336
2143 2 -2.0000 8.123750 0.938050 145.178786
2144 2 -2.0000 6.499000 3.752199 145.178786
2145 1 2.0000 6.499000 0.000000 145.793200
2146 1 2.0000 8.123750 2.814150 145.793200
2147 1 2.0000 8.123750 0.938050 148.396650
2148 1 2.0000 6.499000 3.752199 148.396650
2149 2 -2.0000 6.499000 0.000000 147.782236
2150 2 -2.0000 8.123750 2.814150 147.782236
2151 2 -2.0000 8.123750 0.938050 150.385686
2152 2 -2.0000 6.499000 3.752199 150.385686
2153 1 2.0000 6.499000 0.000000 151.000100
2154 1 2.0000 8.123750 2.814150 151.000100
2155 1 2.0000 8.123750 0.938050 153.603550
2156 1 2.0000 6.499000 3.752199 153.603550
2157 2 -2.0000 6.499000 0.000000 152.989136
2158 2 -2.0000 8.123750 2.814150 152.989136
2159 2 -2.0000 8.123750 0.938050 155.592586
2160 2 -2.0000 6.499000 3.752199 155.592586
2161 1 2.0000 6.499000 0.000000 156.207000
2162 1 2.0000 8.123750 2.814150 156.207000
2163 1 2.0000 8.123750 0.938050 158.810450
2164 1 2.0000 6.499000 3.752199 158.810450
2165 2 -2.0000 6.499000 0.000000 158.196036
2166 2 -2.0000 8.123750 2.814150 158.196036
2167 2 -2.0000 8.123750 0.938050 160.799486
2168 2 -2.0000 6.499000 3.752199 160.799486
2169 1 2.0000 6.499000 0.000000 161.413900
2170 1 2.0000 8.123750 2.814150 161.413900
2171 1 2.0000 8.123750 0.938050 164.017350
2172 1 2.0000 6.499000 3.752199 164.017350
2173 2 -2.0000 6.499000 0.000000 163.402936
2174 2 -2.0000 8.123750 2.814150 163.402936
2175 2 -2.0000 8.123750 0.938050 166.006386
2176 2 -2.0000 6.499000 3.752199 166.006386
2177 1 2.0000 6.499000 0.000000 166.620800
2178 1 2.0000 8.123750 2.814150 166.620800
2179 1 2.0000 8.123750 0.938050 169.224250
2180 1 2.0000 6.499000 3.752199 169.224250
2181 2 -2.0000 6.499000 0.000000 168.609836
2182 2 -2.0000 8.123750 2.814150 168.609836
2183 2 -2.0000 8.123750 0.938050 171.213286
2184 2 -2.0000 6.499000 3.752199 171.213286
2185 1 2.0000 6.499000 0.000000 171.827700
2186 1 2.0000 8.123750 2.814150 171.827700
2187 1 2.0000 8.123750 0.938050 174.431150
2188 1 2.0000 6.499000 3.752199 174.431150
2189 2 -2.0000 6.499000 0.000000 173.816736
2190 2 -2.0000 8.123750 2.814150 173.816736
2191 2 -2.0000 8.123750 0.938050 176.420186
2192 2 -2.0000 6.499000 3.752199 176.420186
2193 1 2.0000 6.499000 0.000000 177.034600
2194 1 2.0000 8.123750 2.814150 177.034600
2195 1 2.0000 8.123750 0.938050 179.638050
2196 1 2.0000 6.499000 3.752199 179.638050
2197 2 -2.0000 6.499000 0.000000 179.023636
2198 2 -2.0000 8.123750 2.814150 179.023636
2199 2 -2.0000 8.123750 0.938050 181.627086
2200 2 -2.0000 6.499000 3.752199 181.627086
2201 1 2.0000 6.499000 0.000000 182.241500
2202 1 2.0000 8.123750 2.814150 182.241500
2203 1 2.0000 8.123750 0.938050 184.844950
2204 1 2.0000 6.499000 3.752199 184.844950
2205 2 -2.0000 6.499000 0.000000 184.230536
2206 2 -2.0000 8.123750 2.814150 184.230536
2207 2 -2.0000 8.123750 0.938050 186.833986
2208 2 -2.0000 6.499000 3.752199 186.833986
2209 1 2.0000 6.499000 0.000000 187.448400
2210 1 2.0000 8.123750 2.814150 187.448400
2211 1 2.0000 8.123750 0.938050 190.051850
2212 1 2.0000 6.499000 3.752199 190.051850
2213 2 -2.0000 6.499000 0.000000 189.437436
2214 2 -2.0000 8.123750 2.814150 189.437436
2215 2 -2.0000 8.123750 0.938050 192.040886
2216 2 -2.0000 6.499000 3.752199 192.040886
2217 1 2.0000 6.499000 0.000000 192.655300
2218 1 2.0000 8.123750 2.814150 192.655300
2219 1 2.0000 8.123750 0.938050 195.258750
2220 1 2.0000 6.499000 3.752199 195.258750
2221 2 -2.0000 6.499000 0.000000 194.644336
2222 2 -2.0000 8.123750 2.814150 194.644336
2223 2 -2.0000 8.123750 0.938050 197.247786
