# Chunk-averaged data for fix fp and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_tatom
400000 40 3040
  29 0.7125 72.498 295.789
  30 0.7375 88.085 292.444
  31 0.7625 71.865 290.372
  32 0.7875 87.3105 291.809
  33 0.8125 72.46 290.474
  34 0.8375 88.9565 290.586
  35 0.8625 70.988 289.744
  36 0.8875 87.5515 290.217
  37 0.9125 72.2765 285.424
  38 0.9375 90.673 280.226
  39 0.9625 69.309 281.51
  40 0.9875 0 0
3600000 40 3040.0000000000014
  1 0.0125 0 0
  2 0.0375 88.538 317.833
  3 0.0625 71.567 319.301
  4 0.0875 88.1655 312.533
  5 0.1125 71.945 309.321
  6 0.1375 87.84 311.296
  7 0.1625 72.1725 309.164
  8 0.1875 88.5615 309.085
  9 0.2125 71.519 309.406
  10 0.2375 87.958 307.161
  11 0.2625 72.0725 306.628
  12 0.2875 88.5005 305.55
  13 0.3125 71.608 300.711
  14 0.3375 87.917 303.666
  15 0.3625 72.083 301.985
  16 0.3875 88.4645 301.627
  17 0.4125 71.6635 301.246
  18 0.4375 87.5885 301.141
  19 0.4625 72.4405 301.841
  20 0.4875 87.813 299.806
  21 0.5125 72.162 300.69
  22 0.5375 87.706 299.512
  23 0.5625 72.3005 298.743
  24 0.5875 87.633 295.386
  25 0.6125 72.3125 296.331
  26 0.6375 87.947 296.541
  27 0.6625 71.9195 296.228
  28 0.6875 87.8265 295.814
  29 0.7125 72.1925 295.747
  30 0.7375 88.1365 294.653
  31 0.7625 71.782 294.141
  32 0.7875 88.083 292.991
  33 0.8125 71.823 294.759
  34 0.8375 88.753 294.026
  35 0.8625 71.1615 293.272
  36 0.8875 88.0495 290.803
  37 0.9125 71.849 289.57
  38 0.9375 90.3535 282.438
  39 0.9625 69.592 279.956
  40 0.9875 0 0
4000000 40 3040
  1 0.0125 0 0
  2 0.0375 87.6915 320.12
  3 0.0625 72.3975 317.953
  4 0.0875 88.1475 312.406
  5 0.1125 71.904 308.891
  6 0.1375 88.19 308.888
  7 0.1625 71.8205 311.623
  8 0.1875 87.975 309.929
  9 0.2125 72.1445 308.565
  10 0.2375 88.211 308.728
  11 0.2625 71.837 304.748
  12 0.2875 87.844 303.76
  13 0.3125 72.097 302.397
  14 0.3375 88.075 300.861
  15 0.3625 72.0665 302.229
  16 0.3875 87.58 303.731
  17 0.4125 72.3625 303.086
  18 0.4375 87.9735 302.103
  19 0.4625 72.061 304.593
  20 0.4875 87.7955 303.084
  21 0.5125 72.1355 303.044
  22 0.5375 88.303 301.629
  23 0.5625 71.6465 301.523
  24 0.5875 88.2515 297.933
  25 0.6125 71.78 295.898
  26 0.6375 88.199 294.408
  27 0.6625 71.774 294.326
  28 0.6875 88.4485 292.899
  29 0.7125 71.5105 292.105
  30 0.7375 88.166 292.075
  31 0.7625 71.8605 290.042
  32 0.7875 88.725 290.968
  33 0.8125 71.285 293.835
  34 0.8375 88.5655 292.167
  35 0.8625 71.324 292.403
  36 0.8875 89.4935 291.654
  37 0.9125 70.451 287.665
  38 0.9375 89.6185 280.311
  39 0.9625 70.289 280.074
  40 0.9875 0 0
